file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\Users\SOMEONEthere\OneDrive\Desktop\projects\voltdb-master\voltdb-master\tests\test_apps\voltkvqa\src\voltkvqa\AsyncBenchmark.java,voltkvqa.AsyncBenchmark$GetCallback,innerclass,6,6,0,6,6,1,0,16,0,0.0,1.0,1.0,2,0,1,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,2,30,0,0,2,0,0,1,7,5,0,4,3,0,0,0,26,0,0
C:\Users\SOMEONEthere\OneDrive\Desktop\projects\voltdb-master\voltdb-master\tests\test_apps\genqa\src\genqa\KafkaClientVerifier.java,genqa.KafkaClientVerifier$RowData,innerclass,0,0,0,0,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,4,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,4,0,4,0,0,0,0,28,1,0
C:\Users\SOMEONEthere\OneDrive\Desktop\projects\voltdb-master\voltdb-master\third_party\java\src\com\google_voltpatches\common\graph\UndirectedGraphConnections.java,com.google_voltpatches.common.graph.UndirectedGraphConnections,class,5,9,4,5,11,1,0,10,25,0.45454547,0.22222222,0.22222222,11,2,8,1,0,2,10,0,0,0,1,0,0,1,0,0,1,0,2,36,8,0,0,0,0,2,0,3,0,3,0,0,0,0,32,16,0
C:\Users\SOMEONEthere\OneDrive\Desktop\projects\voltdb-master\voltdb-master\src\hsqldb19b3\org\hsqldb_voltpatches\lib\HsqlTimer.java,org.hsqldb_voltpatches.lib.HsqlTimer,class,7,12,5,7,64,2,0,28,266,0.8733334,0.053333335,0.093333334,25,9,21,0,3,1,25,0,0,6,6,1,0,0,5,1,3,0,6,327,22,1,13,2,20,11,19,27,6,23,5,0,3,0,281,17,0
C:\Users\SOMEONEthere\OneDrive\Desktop\projects\voltdb-master\voltdb-master\third_party\java\src\com\google_voltpatches\common\collect\ConcurrentHashMultiset.java,com.google_voltpatches.common.collect.ConcurrentHashMultiset$Anonymous3,anonymous,4,4,0,4,4,1,0,4,1,0.33333334,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,1,0,0,1,0,0,0,0,1,15,2,0,1,0,0,0,1,2,0,1,0,0,0,0,10,-1,0
C:\Users\SOMEONEthere\OneDrive\Desktop\projects\voltdb-master\voltdb-master\third_party\java\src\com\google_voltpatches\common\util\concurrent\ForwardingCheckedFuture.java,com.google_voltpatches.common.util.concurrent.ForwardingCheckedFuture$SimpleForwardingCheckedFuture,innerclass,5,5,0,5,2,4,0,1,0,0.0,1.0,1.0,2,0,0,0,2,0,2,0,1,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,0,0,1,0,1,0,0,0,0,19,1033,0
C:\Users\SOMEONEthere\OneDrive\Desktop\projects\voltdb-master\voltdb-master\third_party\java\src\com\google_voltpatches\common\collect\ConcurrentHashMultiset.java,com.google_voltpatches.common.collect.ConcurrentHashMultiset$Anonymous2,anonymous,3,3,0,3,4,1,0,9,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,15,2,1,1,0,0,0,1,3,0,3,2,0,0,0,10,-1,0
C:\Users\SOMEONEthere\OneDrive\Desktop\projects\voltdb-master\voltdb-master\examples\json-sessions\client\jsonsessions\BlogSession.java,jsonsessions.BlogSession,class,1,2,1,1,4,2,0,1,0,0.33333334,1.0,1.0,2,0,2,0,0,0,2,0,0,0,3,2,0,0,0,3,2,0,0,22,0,0,1,0,0,6,6,7,0,4,1,0,0,0,8,1,0
C:\Users\SOMEONEthere\OneDrive\Desktop\projects\voltdb-master\voltdb-master\tests\frontend\org\voltdb\TestAdmissionControlGroup.java,org.voltdb.TestAdmissionControlGroup$ACGMember,innerclass,1,1,0,1,3,1,0,0,3,0.6666667,0.0,0.0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,0,13,1,0,0,0,0,0,3,2,0,2,0,0,0,0,9,10,0
C:\Users\SOMEONEthere\OneDrive\Desktop\projects\voltdb-master\voltdb-master\third_party\java\src\com\google_voltpatches\common\collect\ConcurrentHashMultiset.java,com.google_voltpatches.common.collect.ConcurrentHashMultiset$Anonymous1,anonymous,3,3,0,3,7,1,0,4,10,0.0,0.0,0.0,5,0,4,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,2,17,5,0,2,0,0,0,0,0,0,0,0,0,0,0,12,-1,0
C:\Users\SOMEONEthere\OneDrive\Desktop\projects\voltdb-master\voltdb-master\third_party\java\src\com\google_voltpatches\common\graph\MapRetrievalCache.java,com.google_voltpatches.common.graph.MapRetrievalCache,class,6,9,3,6,13,2,0,6,9,0.5,0.16666667,0.16666667,6,0,1,2,2,1,4,0,0,0,2,0,0,2,0,0,0,0,0,55,6,0,7,0,0,1,0,9,0,5,1,0,1,0,43,0,0
